night,ext_r,hours_phot,hours_nonphot
20120117,0.106,10.76,0.28
20120118,0.092,11.1,0.0
20120119,0.086,6.39,0.28
20120120,0.092,8.51,0.04
20120121,0.096,9.07,0.32
20120122,0.098,9.86,0.12
20120123,,0.0,0.0
20120124,0.094,3.28,0.05
20120125,0.096,1.81,0.02
20120126,0.089,10.94,0.0
20120127,,0.58,10.37
20120128,0.096,10.89,0.0
20120129,,0.0,10.48
20120130,0.102,8.93,0.0
20120131,0.103,11.05,0.0
20120201,,0.0,0.24
20120202,0.087,11.06,0.0
20120203,0.112,9.25,1.49
20120204,,0.0,10.04
20120205,,0.0,10.79
20120206,,0.0,10.83
20120207,0.091,13.12,8.46
20120208,0.091,10.22,0.46
20120209,0.095,9.28,0.0
20120210,0.110,8.86,1.9
20120211,,0.0,0.0
20120212,,0.15,0.08
20120213,,0.76,0.03
20120214,,0.0,0.0
20120215,,0.0,0.0
20120216,,0.0,0.0
20120217,,0.0,0.0
20120218,0.082,8.71,0.04
20120219,0.090,2.76,0.81
20120220,0.087,10.46,0.0
20120221,0.095,10.12,0.33
20120222,0.097,10.54,0.0
20120223,0.085,10.38,0.0
20120224,0.099,5.24,5.11
20120225,0.085,6.15,2.62
20120226,0.092,2.4,0.08
20120227,,0.0,0.03
20120228,0.091,7.8,0.0
20120229,0.103,6.88,0.0
20120301,0.099,9.42,0.89
20120302,0.108,10.28,0.0
20120303,,0.0,0.0
20120304,0.097,10.22,0.0
20120305,,0.56,9.54
20120306,0.105,7.62,2.56
20120307,0.093:,4.54,5.65
20120308,0.091,6.36,3.81
20120309,,0.0,10.05
20120310,,0.49,9.56
20120311,,0.42,9.53
20120312,0.098,9.39,0.5
20120313,0.091,9.43,0.45
20120314,0.124,9.6,0.34
20120315,,0.0,9.94
20120316,,0.0,8.96
20120317,0.274,9.91,0.0
20120318,0.223:,9.89,0.0
20120319,0.118,9.83,0.0
20120320,0.108,9.76,0.0
20120321,,2.76,6.68
20120322,,0.0,9.69
20120323,0.111,9.69,0.0
20120324,0.106,9.38,0.08
20120325,0.100,9.62,0.0
20120326,0.153,9.6,0.0
20120327,0.210,9.56,0.0
20120328,0.105,9.53,0.0
20120329,0.093,9.44,0.0
20120330,0.113,6.28,0.78
20120331,0.122,6.92,2.23
20120401,,1.01,0.28
20120402,,0.0,0.0
20120403,,0.0,0.04
20120404,,0.0,0.0
20120405,,0.0,0.0
20120406,0.113:,2.5,4.34
20120407,,0.0,0.0
20120408,0.100,6.26,2.91
20120409,0.099,8.2,0.36
20120410,0.103,7.75,0.03
20120411,,0.0,0.0
20120412,0.122,7.55,0.56
20120413,0.100,9.25,0.0
20120414,,0.0,0.0
20120415,0.098,9.02,0.0
20120416,0.093:,1.51,7.47
20120417,0.100:,7.58,1.37
20120418,0.112,8.96,0.0
20120419,0.099,8.93,0.0
20120420,0.094,8.9,0.0
20120421,0.096,8.87,0.0
20120422,0.097,8.81,0.0
20120423,0.089,8.67,0.0
20120424,,0.0,0.0
20120425,0.098,8.69,0.0
20120426,,0.6,6.21
20120427,,0.0,0.0
20120428,,0.0,0.0
20120429,,2.39,6.24
20120430,,0.28,8.33
20120501,0.104,7.75,0.0
20120502,0.088,7.17,0.46
20120503,,1.15,0.0
20120504,0.120:,3.81,4.85
20120505,0.088,7.74,0.88
20120506,0.098,5.63,2.97
20120507,,0.0,5.53
20120508,0.130:,7.25,1.0
20120509,0.125:,1.12,2.18
20120510,,0.0,0.0
20120511,,0.0,8.4
20120512,,0.0,8.5
20120513,,0.0,8.47
20120514,,0.0,8.44
20120515,,0.0,8.43
20120516,0.145:,2.76,5.64
20120517,,0.0,8.38
20120518,0.085:,2.29,5.94
20120519,,0.0,0.88
20120520,0.142,7.74,0.26
20120521,0.094,8.35,0.0
20120522,0.093,8.04,0.0
20120523,0.136:,2.48,5.55
20120524,0.084,7.61,0.39
20120525,0.103,8.0,0.0
20120526,0.093,7.97,0.0
20120527,0.098,7.96,0.0
20120528,0.113,7.77,0.0
20120529,0.098,7.56,0.0
20120530,0.095,7.84,0.0
20120531,0.093,7.73,0.0
20120601,0.103,7.77,0.0
20120602,0.101,7.87,0.0
20120603,0.098,7.86,0.0
20120604,0.102:,1.31,6.55
20120605,0.089,5.36,2.49
20120606,,0.0,0.0
20120607,,1.59,0.0
20120608,0.089,7.8,0.0
20120609,,0.0,0.0
20120610,0.098,15.58,0.0
20120611,0.088,7.79,0.0
20120612,0.086,7.77,0.0
20120613,,0.0,0.0
20120614,0.102,7.76,0.0
20120615,0.109,7.76,0.0
20120616,0.112,7.77,0.0
20120617,,0.0,0.0
20120618,0.104,7.4,0.35
20120619,0.109,7.4,0.35
20120620,0.080,7.76,0.0
20120621,0.086,7.4,0.35
20120622,0.090,7.76,0.0
20120623,0.086,7.75,0.0
20120624,0.210,7.68,0.0
20120625,0.341,7.7,0.0
20120626,0.722,7.33,0.33
20120627,,1.81,5.84
20120628,,0.0,0.0
20120629,0.419,4.48,3.26
20120630,0.244,4.89,2.71
20120701,0.105,7.86,0.0
20120702,0.113,7.58,0.3
20120703,0.110,7.08,0.8
20120704,0.159,5.77,2.1
20120705,0.105,7.85,0.0
20120706,0.092,7.83,0.0
20120707,0.123,7.49,0.28
20120708,0.167,7.6,0.28
20120709,0.280,6.93,0.95
20120710,0.192,7.96,0.0
20120711,0.231,8.03,0.0
20120712,0.147,8.06,0.0
20120713,0.306,8.06,0.0
20120714,0.430,7.81,0.0
20120715,0.429,5.23,2.33
20120716,0.471,7.87,0.0
20120717,0.541,7.47,0.14
20120718,0.212,7.71,0.0
20120719,0.279,8.15,0.0
20120720,,2.9,5.03
20120721,,2.61,5.26
20120722,,0.0,15.8
20120723,0.501,7.57,0.57
20120724,0.405,5.84,2.41
20120725,0.131,8.27,0.0
20120726,0.132,8.19,0.0
20120727,0.132,8.01,0.0
20120728,0.134,7.99,0.0
20120729,0.147,8.21,0.0
20120730,0.298:,12.6,3.66
20120731,,2.07,6.13
20120801,,0.0,8.24
20120802,,0.0,8.4
20120803,,0.0,8.4
20120804,,0.0,8.44
20120805,0.164,8.36,0.0
20120806,0.122,8.51,0.0
20120807,0.120,8.49,0.0
20120808,0.119,8.58,0.0
20120809,,0.0,8.6
20120810,0.406,8.58,0.0
20120811,0.447,8.61,0.0
20120812,0.396,8.39,0.0
20120813,0.265,8.65,0.0
20120814,,0.0,0.0
20120815,,0.0,0.0
20120816,0.134,3.46,0.0
20120817,0.129,8.83,0.0
20120818,0.129,8.85,0.0
20120819,0.135:,8.9,0.0
20120820,0.596,8.52,0.44
20120821,0.390,6.72,2.22
20120822,0.385,6.09,2.83
20120823,,0.0,8.98
20120824,,1.15,8.02
20120825,,1.02,8.12
20120826,0.390,6.66,0.31
20120827,0.195,9.12,0.0
20120828,0.217,7.34,1.68
20120829,0.228,6.78,2.31
20120830,0.278:,4.44,4.68
20120831,,0.0,0.0
20120901,,0.0,0.0
20120902,,0.0,0.0
20120903,,0.0,0.0
