INT OBSERVING LOG (ISAAC NEWTON GROUP, LA PALMA) generated 2004 08 19 09:34

TELESCOPE             INT
DATE                  20040817
OBSERVER/S            Amornrat Aungwerojwit
PROGRAMME             P10
PROPOSAL REF          ITP7               
TELESCOPE OPERATOR    none
SUPPORT ASTRONOMER    none

TEL STATION / FOCUS    / 
INSTRUMENT/S          WFC

SUNSET (UT)           19:57
EVENING TWILIGHT (UT) 21:14
MORNING TWILIGHT (UT) 05:18
SUNRISE (UT)          06:35
%ILLUM. LUNAR DISK    4
DARK TIME (HRS)       08:04
TWILIGHT TIME (HRS)   02:34
MOONRISE (UT)         No moonrise within sunset-sunrise
MOONSET (UT)          21:08

 UT     AirT  Hum   Wspd  Gust  Wdir  Press   LocT  int.T   Mirr  LocRH int.RH
 416515 intphas_4718 r   19:16:15.81 +21:01:59.8 J2000.00 23:15 1.018  WFC   30.1  180  r                                
 416516 intphas_4718 i   19:16:15.81 +21:01:59.8 J2000.00 23:16 1.019  WFC   10.1  180  i                                
 416517 intphas_4718o Ha 19:16:37.25 +21:06:59.9 J2000.00 23:17 1.020  WFC  120.0  180  Halpha                           
 416518 intphas_4718o r  19:16:37.25 +21:06:59.9 J2000.00 23:19 1.021  WFC   30.1  180  r                                
 416519 intphas_4718o i  19:16:37.24 +21:06:59.9 J2000.00 23:21 1.021  WFC   10.1  180  i                                
 416520 ST_NGC6823 Ha    19:43:12.47 +23:18:02.8 J2000.00 23:22 1.006  WFC  120.0  180  Halpha                           
 416521 ST_NGC6823 r     19:43:12.48 +23:18:02.9 J2000.00 23:25 1.007  WFC   30.0  180  r                                
 416522 ST_NGC6823 i     19:43:12.48 +23:18:02.9 J2000.00 23:26 1.007  WFC    9.6  180  i                                
 416523 ST_L113_307 Ha   21:43:27.11 +00:16:37.9 J2000.00 23:29 1.248  WFC  120.0  180  Halpha                           
 416524 ST_L113_307 r    21:43:27.12 +00:16:37.9 J2000.00 23:32 1.244  WFC   30.1  180  r                                
 416525 ST_L113_307 i    21:43:27.11 +00:16:37.9 J2000.00 23:33 1.241  WFC   10.1  180  i                                
 416526 intphas_4719 Ha  19:16:23.83 +19:34:00.0 J2000.00 23:35 1.038  WFC  119.5  180  Halpha                           
 416527 intphas_4719 r   19:16:23.84 +19:33:59.9 J2000.00 23:38 1.040  WFC   30.1  180  r                                
 416528 intphas_4719 i   19:16:23.84 +19:33:59.8 J2000.00 23:39 1.041  WFC   10.1  180  i                                
 416529 intphas_4719o Ha 19:16:45.08 +19:38:59.9 J2000.00 23:40 1.042  WFC  120.0  180  Halpha                           
 416530 intphas_4719o r  19:16:45.07 +19:38:59.9 J2000.00 23:42 1.044  WFC   30.1  180  r                                
 416531 intphas_4719o i  19:16:45.08 +19:38:59.8 J2000.00 23:44 1.045  WFC    9.5  180  i                                
 416532 intphas_4720 Ha  19:16:30.20 +18:05:59.9 J2000.00 23:44 1.053  WFC  119.5  180  Halpha                           
 416533 intphas_4720 r   19:16:30.19 +18:06:00.0 J2000.00 23:47 1.055  WFC   30.1  180  r                                
 416534 intphas_4720 i   19:16:30.19 +18:06:00.0 J2000.00 23:48 1.056  WFC   10.1  180  i                                
 416535 intphas_4720o Ha 19:16:51.24 +18:10:59.9 J2000.00 23:49 1.057  WFC  120.1  180  Halpha                           
 416536 intphas_4720o r  19:16:51.25 +18:11:00.0 J2000.00 23:52 1.060  WFC   30.1  180  r                                
 416537 intphas_4720o i  19:16:51.25 +18:11:00.0 J2000.00 23:53 1.061  WFC   10.1  180  i                                
 416538 intphas_4721 Ha  19:16:34.66 +16:38:00.0 J2000.00 23:54 1.070  WFC  119.5  180  Halpha                           
 416539 intphas_4721 r   19:16:34.65 +16:38:00.0 J2000.00 23:57 1.073  WFC   30.1  180  r                                
 416540 intphas_4721 i   19:16:34.65 +16:38:00.0 J2000.00 23:58 1.074  WFC   10.1  180  i                                
 416541 intphas_4721o Ha 19:16:55.53 +16:43:00.0 J2000.00 23:59 1.076  WFC  119.5  180  Halpha                           
 416542 intphas_4721o r  19:16:55.54 +16:43:00.0 J2000.00 00:02 1.079  WFC   30.1  180  r                                
 416543 intphas_4721o i  19:16:55.54 +16:42:59.9 J2000.00 00:03 1.081  WFC    9.5  180  i                                
 416544 intphas_4722 Ha  19:16:37.72 +15:09:59.8 J2000.00 00:04 1.091  WFC  120.0  180  Halpha                           
 416545 intphas_4722 r   19:16:37.73 +15:10:00.0 J2000.00 00:07 1.094  WFC   29.5  180  r                                
 416546 intphas_4722 i   19:16:37.73 +15:09:59.9 J2000.00 00:08 1.096  WFC   10.1  180  i                                
 416547 intphas_4722o Ha 19:16:58.46 +15:15:00.0 J2000.00 00:09 1.098  WFC  120.0  180  Halpha                           
 416548 intphas_4722o r  19:16:58.45 +15:15:00.0 J2000.00 00:11 1.102  WFC   30.1  180  r                                
 416549 intphas_4722o i  19:16:58.46 +15:15:00.0 J2000.00 00:13 1.103  WFC   10.1  180  i                                
 416550 intphas_4723 Ha  19:16:39.50 +13:41:59.9 J2000.00 00:14 1.116  WFC  119.5  180  Halpha                           
 416551 intphas_4723 r   19:16:39.50 +13:41:59.9 J2000.00 00:16 1.120  WFC   30.1  180  r                                
 416552 intphas_4723 i   19:16:39.51 +13:42:00.0 J2000.00 00:17 1.122  WFC   10.1  180  i                                
 416553 intphas_4723o Ha 19:17:00.09 +13:47:00.0 J2000.00 00:18 1.124  WFC  120.1  180  Halpha                           
 416554 intphas_4723o r  19:17:00.10 +13:47:00.0 J2000.00 00:21 1.128  WFC   30.1  180  r                                
 416555 intphas_4723o i  19:17:00.09 +13:47:00.0 J2000.00 00:22 1.130  WFC   10.1  180  i                                
 416556 intphas_4729 Ha  19:16:40.40 +12:14:00.1 J2000.00 00:23 1.145  WFC  120.0  180  Halpha                           
 416557 intphas_4729 r   19:16:40.40 +12:14:00.0 J2000.00 00:26 1.149  WFC   30.1  180  r                                
 416558 intphas_4729 i   19:16:40.40 +12:14:00.0 J2000.00 00:27 1.151  WFC   10.1  180  i                                
 416559 intphas_4729o Ha 19:17:00.87 +12:19:00.0 J2000.00 00:28 1.154  WFC  120.0  180  Halpha                           
 416560 intphas_4729o r  19:17:00.87 +12:18:59.9 J2000.00 00:31 1.158  WFC   30.1  180  r                                
