field,dir,n_matched,n_outliers_5p,n_outliers_10p,n_outliers_20p,n_5p_r,n_5p_i,n_5p_h,n_10p_r,n_10p_i,n_10p_h,n_20p_r,n_20p_i,n_20p_h,med_dr,med_di,med_dh,std_dr,std_di,std_dh,file1,file2
0044,iphas_oct2006b,7744,229,14,3,43,26,160,4,4,6,1,2,0,-0.00656938552856,-0.00339889526367,-0.00120162963867,0.0203005806796,0.0889661685816,0.0272847298579,newmerges/iphas_oct2006b/intphas_0044_mercat.fits,newmerges/iphas_oct2006b/intphas_0044o_mercat.fits
0045,iphas_dec2003,2724,376,14,1,128,38,210,5,0,9,0,0,1,-0.00738430023193,-0.0110855102539,-0.0125370025635,0.0277515429673,0.0193249632638,0.0634757079284,newmerges/iphas_dec2003/intphas_0045_mercat.fits,newmerges/iphas_dec2003/intphas_0045o_mercat.fits
0045,iphas_jul2012,2337,188,10,0,35,29,124,0,0,10,0,0,0,0.00566291809082,-0.015754699707,0.0100803375244,0.0210791354133,0.0190538844442,0.0306601135525,newmerges/iphas_jul2012/intphas_0045_mercat.fits,newmerges/iphas_jul2012/intphas_0045o_mercat.fits
0046,iphas_dec2003,1406,262,13,1,95,76,91,7,2,4,0,1,0,0.00288391113281,-0.00838088989258,-0.00483131408691,0.0328609938457,0.0284356710224,0.0321177139905,newmerges/iphas_dec2003/intphas_0046_mercat.fits,newmerges/iphas_dec2003/intphas_0046o_mercat.fits
0047,iphas_dec2003,633,74,2,0,28,28,18,0,0,2,0,0,0,-0.0739727020264,-0.0207433700562,-0.0140128135681,0.0290614538527,0.0238887986988,0.0275229637565,newmerges/iphas_dec2003/intphas_0047_mercat.fits,newmerges/iphas_dec2003/intphas_0047o_mercat.fits
0047,iphas_jul2012,478,72,4,0,9,35,28,0,0,4,0,0,0,-0.00148296356201,-0.00340366363525,-0.00998401641846,0.0217666105676,0.0269297117917,0.0347842458554,newmerges/iphas_jul2012/intphas_0047_mercat.fits,newmerges/iphas_jul2012/intphas_0047o_mercat.fits
0047,iphas_oct2009,611,32,0,0,4,8,20,0,0,0,0,0,0,-0.0062894821167,-0.00712966918945,-0.010365486145,0.0198090925699,0.0202311806375,0.0266340810191,newmerges/iphas_oct2009/intphas_0047_mercat.fits,newmerges/iphas_oct2009/intphas_0047o_mercat.fits
0048,iphas_dec2003,3646,357,18,5,139,66,152,5,5,8,1,2,2,-0.0069408416748,0.0459117889404,-0.013650894165,0.0299674986511,0.0400381590752,0.0336992128048,newmerges/iphas_dec2003/intphas_0048_mercat.fits,newmerges/iphas_dec2003/intphas_0048o_mercat.fits
0049,iphas_dec2003,4728,579,37,12,157,203,219,10,19,8,4,7,1,0.0523014068604,-0.0111799240112,-0.00952863693237,0.0858586682719,0.0401320690169,0.0299230836157,newmerges/iphas_dec2003/intphas_0049_mercat.fits,newmerges/iphas_dec2003/intphas_0049o_mercat.fits
0050,iphas_dec2003,3583,381,25,8,114,134,133,9,10,6,1,2,5,0.0545845031738,-0.00963401794434,-0.00659942626953,0.0306666272615,0.0272129650583,0.0372367982464,newmerges/iphas_dec2003/intphas_0050_mercat.fits,newmerges/iphas_dec2003/intphas_0050o_mercat.fits
0051,iphas_dec2003,5218,476,29,10,151,130,195,8,6,15,2,1,7,-0.0018367767334,-0.0145931243896,-0.00704002380371,0.0260968602473,0.0255219559244,0.0334958201623,newmerges/iphas_dec2003/intphas_0051_mercat.fits,newmerges/iphas_dec2003/intphas_0051o_mercat.fits
0052,iphas_dec2003,1755,256,24,7,83,66,107,7,4,13,2,2,3,-0.0626096725464,-0.00870895385742,-0.0140914916992,0.031269226203,0.0271542061071,0.0400959019201,newmerges/iphas_dec2003/intphas_0052_mercat.fits,newmerges/iphas_dec2003/intphas_0052o_mercat.fits
0053,iphas_dec2003,900,97,2,0,25,39,33,1,1,0,0,0,0,0.0526714324951,-0.0151538848877,-0.00792503356934,0.024262167429,0.0245221052593,0.0281783432236,newmerges/iphas_dec2003/intphas_0053_mercat.fits,newmerges/iphas_dec2003/intphas_0053o_mercat.fits
0053,iphas_oct2009,715,47,2,0,9,11,27,0,2,0,0,0,0,-0.00952053070068,-0.0138168334961,-0.0131998062134,0.0216278133505,0.0218918357289,0.0274835893963,newmerges/iphas_oct2009/intphas_0053_mercat.fits,newmerges/iphas_oct2009/intphas_0053o_mercat.fits
0054,iphas_dec2003,4824,434,18,3,137,110,187,7,4,7,0,1,2,-0.00442504882812,-0.0101146697998,-0.00819969177246,0.0255312602097,0.0238669553601,0.0288499421274,newmerges/iphas_dec2003/intphas_0054_mercat.fits,newmerges/iphas_dec2003/intphas_0054o_mercat.fits
0055,iphas_dec2003,5250,517,18,2,185,141,191,7,6,5,0,1,1,0.0612945556641,0.0535612106323,-0.0107574462891,0.0272960546307,0.0257259368371,0.0288499600327,newmerges/iphas_dec2003/intphas_0055_mercat.fits,newmerges/iphas_dec2003/intphas_0055o_mercat.fits
0056,iphas_dec2003,3309,302,19,3,88,105,109,13,3,3,2,0,1,-0.00161170959473,-0.00307846069336,-0.00253915786743,0.0290166288253,0.023791229984,0.0283641108006,newmerges/iphas_dec2003/intphas_0056_mercat.fits,newmerges/iphas_dec2003/intphas_0056o_mercat.fits
0057,iphas_dec2003,2730,225,7,2,74,49,102,2,1,4,0,1,1,-0.00773811340332,-0.00613832473755,-0.00614309310913,0.0254920824858,0.024107207041,0.0302516175788,newmerges/iphas_dec2003/intphas_0057_mercat.fits,newmerges/iphas_dec2003/intphas_0057o_mercat.fits
0058,iphas_dec2003,2411,238,16,3,97,66,75,8,3,5,1,0,2,-0.00210380554199,-0.0118074417114,-0.00984382629395,0.0296561010773,0.0230558747572,0.0309583439115,newmerges/iphas_dec2003/intphas_0058_mercat.fits,newmerges/iphas_dec2003/intphas_0058o_mercat.fits
0059,iphas_dec2003,2657,249,17,3,83,68,98,4,7,6,1,2,0,-0.00516605377197,-0.0696687698364,-0.0043249130249,0.0257897896826,0.0245514748053,0.0281646219834,newmerges/iphas_dec2003/intphas_0059_mercat.fits,newmerges/iphas_dec2003/intphas_0059o_mercat.fits
0060,iphas_dec2003,1134,114,5,2,38,36,40,1,2,2,1,0,1,0.019193649292,-0.0130820274353,-0.0124492645264,0.0285604294889,0.0235995682856,0.0302659094545,newmerges/iphas_dec2003/intphas_0060_mercat.fits,newmerges/iphas_dec2003/intphas_0060o_mercat.fits
0061,iphas_dec2003,2526,274,6,0,81,76,117,1,1,4,0,0,0,-0.00240898132324,-0.0696468353271,-0.00892543792725,0.0260152301116,0.0242131271934,0.0299845536703,newmerges/iphas_dec2003/intphas_0061_mercat.fits,newmerges/iphas_dec2003/intphas_0061o_mercat.fits
0062,iphas_dec2003,5889,670,27,7,219,131,320,14,6,7,3,1,3,-0.00559616088867,-0.00728607177734,-0.0102877616882,0.0284656185706,0.0230482136771,0.0320661518927,newmerges/iphas_dec2003/intphas_0062_mercat.fits,newmerges/iphas_dec2003/intphas_0062o_mercat.fits
0063,iphas_dec2003,3846,336,15,6,115,81,140,6,2,7,0,1,5,0.00121736526489,-0.00438117980957,-0.0043773651123,0.0255758880775,0.0278275798401,0.353791138578,newmerges/iphas_dec2003/intphas_0063_mercat.fits,newmerges/iphas_dec2003/intphas_0063o_mercat.fits
0064,iphas_dec2003,974,105,1,0,34,38,33,1,0,0,0,0,0,-0.00118684768677,-0.0146908760071,-0.0111131668091,0.0255558150446,0.0235413249034,0.0268239756714,newmerges/iphas_dec2003/intphas_0064_mercat.fits,newmerges/iphas_dec2003/intphas_0064o_mercat.fits
0064,iphas_jul2012,842,96,7,0,13,32,51,0,0,7,0,0,0,-0.0150127410889,-0.0144567489624,-0.0158538818359,0.0224282613042,0.0232999162233,0.0353751530627,newmerges/iphas_jul2012/intphas_0064_mercat.fits,newmerges/iphas_jul2012/intphas_0064o_mercat.fits
0065,iphas_dec2003,3687,1029,71,5,210,454,365,16,29,26,1,3,1,0.079704284668,-0.0421380996704,-0.209587097168,0.0300463169604,0.0391387405091,0.0357995317609,newmerges/iphas_dec2003/intphas_0065_mercat.fits,newmerges/iphas_dec2003/intphas_0065o_mercat.fits
0065,iphas_jul2012,3269,478,19,3,114,70,294,5,1,13,1,1,1,0.00214385986328,-0.0108518600464,-0.00834846496582,0.0266997284413,0.0233064286163,0.0381769189045,newmerges/iphas_jul2012/intphas_0065_mercat.fits,newmerges/iphas_jul2012/intphas_0065o_mercat.fits
0066,iphas_dec2003,1303,399,24,2,234,53,112,14,3,7,1,1,0,-0.143293380737,-0.0377588272095,-0.0273475646973,0.0451293966152,0.0288932129355,0.0346654537818,newmerges/iphas_dec2003/intphas_0066_mercat.fits,newmerges/iphas_dec2003/intphas_0066o_mercat.fits
0066,iphas_jul2012,1468,206,16,1,63,28,115,2,0,14,0,0,1,0.0115728378296,0.020318031311,-0.0050687789917,0.0280426789421,0.0221568714978,0.0367541874869,newmerges/iphas_jul2012/intphas_0066_mercat.fits,newmerges/iphas_jul2012/intphas_0066o_mercat.fits
0067,iphas_dec2003,2662,502,26,3,164,132,206,11,8,7,1,1,1,0.0594811439514,0.0565166473389,0.00432014465332,0.0302968766157,0.0294332291724,0.0333923851831,newmerges/iphas_dec2003/intphas_0067_mercat.fits,newmerges/iphas_dec2003/intphas_0067o_mercat.fits
0067,iphas_jul2012,2987,74,7,1,7,49,18,2,3,2,0,0,1,-0.00563287734985,-0.00439167022705,-0.00446319580078,0.0181975790539,0.0224410463196,0.0263982148546,newmerges/iphas_jul2012/intphas_0067_mercat.fits,newmerges/iphas_jul2012/intphas_0067o_mercat.fits
0068,iphas_dec2003,2146,343,20,4,123,105,115,9,4,7,2,0,2,-0.0334463119507,0.0444688796997,0.0153217315674,0.030781747205,0.0261808968578,0.0319860852572,newmerges/iphas_dec2003/intphas_0068_mercat.fits,newmerges/iphas_dec2003/intphas_0068o_mercat.fits
0068,iphas_jul2012,3063,135,4,0,9,83,43,2,1,1,0,0,0,-0.00760173797607,0.02117395401,-0.00762367248535,0.0176780080787,0.0231321240649,0.0231588962059,newmerges/iphas_jul2012/intphas_0068_mercat.fits,newmerges/iphas_jul2012/intphas_0068o_mercat.fits
0069,iphas_dec2003,2478,520,19,0,162,142,216,6,7,6,0,0,0,0.00168895721436,0.0446577072144,0.00430011749268,0.0297253755368,0.0289563695342,0.0334125791613,newmerges/iphas_dec2003/intphas_0069_mercat.fits,newmerges/iphas_dec2003/intphas_0069o_mercat.fits
0069,iphas_jul2012,3344,106,5,1,11,47,48,1,2,2,0,0,1,-0.00248432159424,-0.000773429870605,-0.00430727005005,0.0191593184044,0.0220302380262,0.0263559610293,newmerges/iphas_jul2012/intphas_0069_mercat.fits,newmerges/iphas_jul2012/intphas_0069o_mercat.fits
0070,iphas_dec2003,569,147,8,0,45,57,45,3,3,2,0,0,0,0.00970888137817,0.000894546508789,0.0166549682617,0.0318895609086,0.0310240662591,0.0325378660047,newmerges/iphas_dec2003/intphas_0070_mercat.fits,newmerges/iphas_dec2003/intphas_0070o_mercat.fits
0070,iphas_jul2012,1099,61,0,0,4,48,9,0,0,0,0,0,0,0.000204086303711,-0.0114784240723,-0.00698661804199,0.0187310145078,0.0232960136533,0.02003030237,newmerges/iphas_jul2012/intphas_0070_mercat.fits,newmerges/iphas_jul2012/intphas_0070o_mercat.fits
0071,iphas_dec2003,521,174,10,1,73,53,48,6,1,3,0,0,1,-0.044038772583,0.0133819580078,-0.0368452072144,0.0404916459674,0.0309863576867,0.0352618421723,newmerges/iphas_dec2003/intphas_0071_mercat.fits,newmerges/iphas_dec2003/intphas_0071o_mercat.fits
0071,iphas_sep2010,998,42,0,0,5,15,22,0,0,0,0,0,0,0.0213527679443,0.00599098205566,0.0098819732666,0.0198338761373,0.0218334672169,0.0260370520061,newmerges/iphas_sep2010/intphas_0071_mercat.fits,newmerges/iphas_sep2010/intphas_0071o_mercat.fits
0072,iphas_dec2003,2292,456,18,4,153,127,176,8,2,8,2,1,1,0.0669803619385,-0.0298023223877,0.000278472900391,0.0313613945051,0.0275245701432,0.0337973409818,newmerges/iphas_dec2003/intphas_0072_mercat.fits,newmerges/iphas_dec2003/intphas_0072o_mercat.fits
0072,iphas_jul2012,2740,139,12,3,17,91,31,4,7,1,2,1,0,-0.00840854644775,-0.00687026977539,-0.00375938415527,0.0211477340449,0.046467730627,0.0218612904283,newmerges/iphas_jul2012/intphas_0072_mercat.fits,newmerges/iphas_jul2012/intphas_0072o_mercat.fits
0073,iphas_dec2003,2853,518,22,1,185,128,205,9,0,13,0,0,1,0.00756072998047,-0.00254964828491,-0.00684309005737,0.0298463284916,0.0262445708504,0.0333829801621,newmerges/iphas_dec2003/intphas_0073_mercat.fits,newmerges/iphas_dec2003/intphas_0073o_mercat.fits
0073,iphas_jul2012,4420,231,7,2,27,152,52,4,1,2,2,0,0,-0.00749588012695,-0.0102853775024,-0.00551605224609,0.0219071403021,0.0237281226924,0.0231319197469,newmerges/iphas_jul2012/intphas_0073_mercat.fits,newmerges/iphas_jul2012/intphas_0073o_mercat.fits
0074,iphas_dec2003,1297,223,9,2,87,59,77,6,1,2,1,0,1,-0.00923252105713,-0.00608444213867,-0.0206718444824,0.0312101624552,0.0237820939348,0.534062998929,newmerges/iphas_dec2003/intphas_0074_mercat.fits,newmerges/iphas_dec2003/intphas_0074o_mercat.fits
0074,iphas_jul2012,2110,78,3,2,6,58,14,1,1,1,1,1,0,-0.00879383087158,-0.00864410400391,-0.00888442993164,0.0206363825744,0.0228199797609,0.0206136932442,newmerges/iphas_jul2012/intphas_0074_mercat.fits,newmerges/iphas_jul2012/intphas_0074o_mercat.fits
0075,iphas_dec2003,2110,78,3,2,6,58,14,1,1,1,1,1,0,-0.00879383087158,-0.00864410400391,-0.00888442993164,0.0206363825744,0.0228199797609,0.0206136932442,newmerges/iphas_jul2012/intphas_0074_mercat.fits,newmerges/iphas_jul2012/intphas_0074o_mercat.fits
0075,iphas_jul2012,2867,385,24,1,66,111,208,2,6,16,0,0,1,-0.00312614440918,-0.0104789733887,-0.007568359375,0.0240025116549,0.025613707523,0.0380814072127,newmerges/iphas_jul2012/intphas_0075_mercat.fits,newmerges/iphas_jul2012/intphas_0075o_mercat.fits
0076,iphas_aug2004a,3926,338,44,15,32,252,54,8,27,9,4,6,5,-0.0120668411255,-0.0209007263184,-0.00745391845703,0.0237093454663,0.0385760447607,0.109780162986,newmerges/iphas_aug2004a/intphas_0076_mercat.fits,newmerges/iphas_aug2004a/intphas_0076o_mercat.fits
0076,iphas_oct2006b,4622,262,22,6,47,43,172,7,6,9,2,2,2,-0.0227813720703,-0.00237083435059,-0.000308990478516,0.0218452248175,0.0218637547375,0.0306310022986,newmerges/iphas_oct2006b/intphas_0076_mercat.fits,newmerges/iphas_oct2006b/intphas_0076o_mercat.fits
0077,iphas_aug2004a,3114,163,8,0,9,114,40,2,5,1,0,0,0,0.00861740112305,-0.0131521224976,-0.00163459777832,0.0150481326043,0.0277600748489,0.0219780401055,newmerges/iphas_aug2004a/intphas_0077_mercat.fits,newmerges/iphas_aug2004a/intphas_0077o_mercat.fits
0078,iphas_aug2004a,1375,99,8,1,5,79,15,1,6,1,1,0,0,-0.00582361221313,-0.021210193634,-0.000744342803955,0.0191348653445,0.0327991931037,0.023217340108,newmerges/iphas_aug2004a/intphas_0078_mercat.fits,newmerges/iphas_aug2004a/intphas_0078o_mercat.fits
0078,iphas_nov2006c,1088,597,127,0,137,335,125,4,118,5,0,0,0,0.313128471375,0.222629547119,0.262192726135,0.0418417802275,0.0693262939219,0.0440835444791,newmerges/iphas_nov2006c/intphas_0078_mercat.fits,newmerges/iphas_nov2006c/intphas_0078o_mercat.fits
0079,iphas_aug2004a,2908,290,11,3,30,188,72,2,7,2,1,0,2,0.00401782989502,-0.00113010406494,0.0036792755127,0.024105454623,0.0316678601734,0.0299648564463,newmerges/iphas_aug2004a/intphas_0079_mercat.fits,newmerges/iphas_aug2004a/intphas_0079o_mercat.fits
0079,iphas_oct2006b,4474,275,13,3,38,43,194,3,4,6,0,2,1,-0.000514984130859,-0.00758266448975,0.00266695022583,0.0194600463029,0.021437886809,0.0307313949457,newmerges/iphas_oct2006b/intphas_0079_mercat.fits,newmerges/iphas_oct2006b/intphas_0079o_mercat.fits
0080,iphas_aug2004a,2189,294,9,3,36,173,85,0,7,2,0,2,1,0.00436305999756,-0.00448226928711,-0.00696849822998,0.0211542548763,0.032762698297,0.0287377352929,newmerges/iphas_aug2004a/intphas_0080_mercat.fits,newmerges/iphas_aug2004a/intphas_0080o_mercat.fits
0080,iphas_oct2005b,4512,132,4,0,35,14,83,0,1,3,0,0,0,-0.00477933883667,-0.00373840332031,-0.00301551818848,0.0208567963522,0.0172838622384,0.0243169143242,newmerges/iphas_oct2005b/intphas_0080_mercat.fits,newmerges/iphas_oct2005b/intphas_0080o_mercat.fits
0081,iphas_aug2004a,2878,322,31,5,29,177,116,4,17,10,1,4,0,-0.0103025436401,0.0421257019043,0.000539779663086,0.0211015963599,0.0411993646171,0.0280825150445,newmerges/iphas_aug2004a/intphas_0081_mercat.fits,newmerges/iphas_aug2004a/intphas_0081o_mercat.fits
0081,iphas_oct2006b,4635,318,18,4,53,68,197,1,11,6,0,4,0,-0.00656509399414,-0.0103902816772,0.000791549682617,0.0197017061145,0.0266488587794,0.0307588277509,newmerges/iphas_oct2006b/intphas_0081_mercat.fits,newmerges/iphas_oct2006b/intphas_0081o_mercat.fits
0082,iphas_aug2004a,1078,68,7,1,2,34,32,1,3,3,0,0,1,-0.00791645050049,-0.00944948196411,0.00288581848145,0.017654353887,0.0293311713064,0.0315898179843,newmerges/iphas_aug2004a/intphas_0082_mercat.fits,newmerges/iphas_aug2004a/intphas_0082o_mercat.fits
0083,iphas_aug2004a,1807,122,26,22,9,58,55,4,7,15,4,6,12,0.00962543487549,0.00152397155762,0.0055980682373,0.0394666528386,0.767385194675,0.0974867007238,newmerges/iphas_aug2004a/intphas_0083_mercat.fits,newmerges/iphas_aug2004a/intphas_0083o_mercat.fits
0084,iphas_aug2004a,1891,120,12,7,25,68,27,4,8,0,1,6,0,-0.00309944152832,-0.00260925292969,-0.00830364227295,0.0287185517935,0.0491731992505,0.0229287408835,newmerges/iphas_aug2004a/intphas_0084_mercat.fits,newmerges/iphas_aug2004a/intphas_0084o_mercat.fits
0085,iphas_aug2004a,3111,191,34,22,18,135,38,8,20,6,4,16,2,-0.00559997558594,0.0544776916504,0.000473022460938,0.0303742827399,0.0647551339255,0.0267555985533,newmerges/iphas_aug2004a/intphas_0085_mercat.fits,newmerges/iphas_aug2004a/intphas_0085o_mercat.fits
0086,iphas_aug2004a,3632,188,22,12,18,86,84,5,7,10,2,3,7,-0.00963020324707,0.00436019897461,-0.0144414901733,0.0228103818678,0.103135808895,0.0363637722367,newmerges/iphas_aug2004a/intphas_0086_mercat.fits,newmerges/iphas_aug2004a/intphas_0086o_mercat.fits
0086,iphas_oct2009,3219,237,21,2,48,55,134,7,3,11,1,1,0,0.0168113708496,-0.00702095031738,-0.00854682922363,0.0216634534208,0.0237855167309,0.0285332755069,newmerges/iphas_oct2009/intphas_0086_mercat.fits,newmerges/iphas_oct2009/intphas_0086o_mercat.fits
0087,iphas_aug2004a,663,121,17,8,9,83,29,0,10,7,0,2,6,0.0042610168457,-0.0790076255798,-0.0136737823486,0.0210462398103,0.0422007272256,0.0716993576324,newmerges/iphas_aug2004a/intphas_0087_mercat.fits,newmerges/iphas_aug2004a/intphas_0087o_mercat.fits
0088,iphas_aug2004a,3445,120,9,2,10,79,31,2,2,5,0,0,2,-0.00272369384766,-0.00209188461304,-0.00638961791992,0.0187896567049,0.0249681492632,0.49833460239,newmerges/iphas_aug2004a/intphas_0088_mercat.fits,newmerges/iphas_aug2004a/intphas_0088o_mercat.fits
0089,iphas_aug2004a,5898,215,10,5,19,122,74,1,5,4,0,3,2,-0.00221061706543,0.00287818908691,0.00119829177856,0.0183224285719,0.0690760495061,0.103544327147,newmerges/iphas_aug2004a/intphas_0089_mercat.fits,newmerges/iphas_aug2004a/intphas_0089o_mercat.fits
0090,iphas_aug2004a,5331,246,15,3,22,150,74,3,5,7,1,1,1,-0.00686264038086,-0.00213575363159,-0.00739574432373,0.0184181208855,0.0289961972334,0.0243355243828,newmerges/iphas_aug2004a/intphas_0090_mercat.fits,newmerges/iphas_aug2004a/intphas_0090o_mercat.fits
0091,iphas_aug2004a,3809,156,8,2,11,99,46,3,1,4,1,0,1,-0.000772476196289,-0.00458908081055,-0.00218391418457,0.430912573944,0.0258455365275,0.023705671492,newmerges/iphas_aug2004a/intphas_0091_mercat.fits,newmerges/iphas_aug2004a/intphas_0091o_mercat.fits
0092,iphas_aug2004a,1616,61,4,0,3,49,9,1,3,0,0,0,0,-0.00506496429443,-0.00799369812012,-0.00785541534424,0.0164538183181,0.0267084487423,0.0196600058072,newmerges/iphas_aug2004a/intphas_0092_mercat.fits,newmerges/iphas_aug2004a/intphas_0092o_mercat.fits
0093,iphas_aug2004a,4086,137,3,0,5,75,57,1,1,1,0,0,0,-0.00521850585938,-0.00798845291138,-0.00587844848633,0.0147486340234,0.024250991009,0.0250600828623,newmerges/iphas_aug2004a/intphas_0093_mercat.fits,newmerges/iphas_aug2004a/intphas_0093o_mercat.fits
0094,iphas_aug2004a,4745,168,13,1,19,91,58,3,5,5,0,0,1,-0.00221729278564,-0.00316143035889,-0.00234031677246,0.0176010459853,0.0243382077408,0.0391084118437,newmerges/iphas_aug2004a/intphas_0094_mercat.fits,newmerges/iphas_aug2004a/intphas_0094o_mercat.fits
0095,iphas_aug2004a,6069,240,20,7,27,139,74,4,4,12,0,2,5,-0.00601482391357,-0.00244045257568,-0.0109491348267,0.0187300429284,0.13266642541,0.537875137293,newmerges/iphas_aug2004a/intphas_0095_mercat.fits,newmerges/iphas_aug2004a/intphas_0095o_mercat.fits
0096,iphas_aug2004a,4962,213,10,2,11,132,70,1,4,5,0,1,1,-0.00108814239502,-0.00593090057373,-0.000322341918945,0.0156859864437,0.141304674526,0.0260661798611,newmerges/iphas_aug2004a/intphas_0096_mercat.fits,newmerges/iphas_aug2004a/intphas_0096o_mercat.fits
0097,iphas_aug2004a,4080,203,5,5,12,124,67,2,2,1,2,2,1,-0.0244121551514,-0.0610275268555,-0.00787353515625,0.0229179446544,0.423190368185,0.0260893005587,newmerges/iphas_aug2004a/intphas_0097_mercat.fits,newmerges/iphas_aug2004a/intphas_0097o_mercat.fits
0098,iphas_aug2004a,1162,64,0,0,2,48,14,0,0,0,0,0,0,0.00994682312012,-0.0128612518311,-0.00531768798828,0.0159910752258,0.0291175668633,0.0224786529008,newmerges/iphas_aug2004a/intphas_0098_mercat.fits,newmerges/iphas_aug2004a/intphas_0098o_mercat.fits
0099,iphas_aug2004a,4217,159,34,22,19,67,73,7,11,16,3,7,12,0.000706672668457,-0.00369071960449,-0.0059757232666,0.0260763943071,0.0448447046479,0.0531903244844,newmerges/iphas_aug2004a/intphas_0099_mercat.fits,newmerges/iphas_aug2004a/intphas_0099o_mercat.fits
0100,iphas_aug2004a,4224,169,18,8,7,101,61,1,7,10,0,1,7,0.00189018249512,-0.00271940231323,0.0030460357666,0.016179936088,0.403621424367,0.0381230019731,newmerges/iphas_aug2004a/intphas_0100_mercat.fits,newmerges/iphas_aug2004a/intphas_0100o_mercat.fits
0101,iphas_aug2004a,2592,94,3,0,8,58,28,1,0,2,0,0,0,-0.00688171386719,0.0549907684326,-0.0102033615112,0.0165682686441,0.0242187160863,0.0214815213307,newmerges/iphas_aug2004a/intphas_0101_mercat.fits,newmerges/iphas_aug2004a/intphas_0101o_mercat.fits
0102,iphas_aug2004a,3163,138,18,12,10,82,46,2,11,5,2,9,1,-0.000929832458496,-0.00503158569336,-0.00370359420776,0.01940801822,0.492967769331,0.0296885092069,newmerges/iphas_aug2004a/intphas_0102_mercat.fits,newmerges/iphas_aug2004a/intphas_0102o_mercat.fits
0103,iphas_aug2004a,1735,29,4,2,4,15,10,1,0,3,0,0,2,-0.00943088531494,-0.00652503967285,-0.00512886047363,0.0175299514181,0.0216843852183,0.0390454966595,newmerges/iphas_aug2004a/intphas_0103_mercat.fits,newmerges/iphas_aug2004a/intphas_0103o_mercat.fits
0104,iphas_aug2004a,4568,145,35,24,14,88,43,8,17,10,5,12,7,9.82284545898e-05,0.00341987609863,8.48770141602e-05,0.0364584786115,0.0594167975871,0.407658435027,newmerges/iphas_aug2004a/intphas_0104_mercat.fits,newmerges/iphas_aug2004a/intphas_0104o_mercat.fits
0105,iphas_aug2004a,3807,144,54,46,21,50,73,17,14,23,16,11,19,-0.000328063964844,-0.00492238998413,-0.00609016418457,0.0610935484289,0.0531354408892,0.0706286550091,newmerges/iphas_aug2004a/intphas_0105_mercat.fits,newmerges/iphas_aug2004a/intphas_0105o_mercat.fits
0106,iphas_aug2004a,2410,85,5,0,8,42,35,1,3,1,0,0,0,0.00245475769043,0.000705242156982,0.00705242156982,0.018038579404,0.0248665335553,0.0255944611088,newmerges/iphas_aug2004a/intphas_0106_mercat.fits,newmerges/iphas_aug2004a/intphas_0106o_mercat.fits
0107,iphas_aug2004a,3910,129,9,3,15,73,41,3,3,3,1,2,0,-0.0014762878418,-0.00429725646973,-0.0014181137085,0.0201117403962,0.399689970722,0.0238204239032,newmerges/iphas_aug2004a/intphas_0107_mercat.fits,newmerges/iphas_aug2004a/intphas_0107o_mercat.fits
