field,dir,n_matched,n_outliers_5p,n_outliers_10p,n_outliers_20p,n_5p_r,n_5p_i,n_5p_h,n_10p_r,n_10p_i,n_10p_h,n_20p_r,n_20p_i,n_20p_h,med_dr,med_di,med_dh,std_dr,std_di,std_dh,file1,file2
5958,iphas_aug2003,528,192,16,0,70,60,62,8,3,5,0,0,0,0.00289154052734,-0.00659370422363,0.0506377220154,0.0370240247692,0.0315338096604,0.0343877710304,newmerges/iphas_aug2003/intphas_5958_mercat.fits,newmerges/iphas_aug2003/intphas_5958o_mercat.fits
5958,iphas_aug2004a,1472,76,4,2,2,46,28,1,0,3,0,0,2,-0.0187549591064,-0.00404167175293,0.00430202484131,0.0189006389435,0.0253782445195,0.0294947479085,newmerges/iphas_aug2004a/intphas_5958_mercat.fits,newmerges/iphas_aug2004a/intphas_5958o_mercat.fits
5959,iphas_aug2003,1472,76,4,2,2,46,28,1,0,3,0,0,2,-0.0187549591064,-0.00404167175293,0.00430202484131,0.0189006389435,0.0253782445195,0.0294947479085,newmerges/iphas_aug2004a/intphas_5958_mercat.fits,newmerges/iphas_aug2004a/intphas_5958o_mercat.fits
5959,iphas_nov2005,7965,313,12,4,90,106,117,3,2,7,0,2,2,-0.00126981735229,-0.00518417358398,-0.00965595245361,0.0241975362757,0.323403435226,0.030880345048,newmerges/iphas_nov2005/intphas_5959_mercat.fits,newmerges/iphas_nov2005/intphas_5959o_mercat.fits
5960,iphas_aug2003,1568,868,116,6,437,287,144,87,20,9,4,2,0,-0.00425338745117,-0.00894927978516,-0.00517845153809,0.0535529016882,0.0365342760026,0.0314137249509,newmerges/iphas_aug2003/intphas_5960_mercat.fits,newmerges/iphas_aug2003/intphas_5960o_mercat.fits
5960,iphas_nov2006d,7008,1007,94,6,315,529,163,8,80,6,2,3,1,0.339067459106,0.219839096069,0.196664810181,0.0348067125789,0.0450222977247,0.0294796543265,newmerges/iphas_nov2006d/intphas_5960_mercat.fits,newmerges/iphas_nov2006d/intphas_5960o_mercat.fits
5961,iphas_jun2005,4473,113,14,5,32,41,40,2,5,7,0,3,2,0.00389862060547,-0.0061616897583,0.00425338745117,0.023297525454,0.0256080724934,0.0293406140213,newmerges/iphas_jun2005/intphas_5961_mercat.fits,newmerges/iphas_jun2005/intphas_5961o_mercat.fits
5961,iphas_jun2007,3608,58,10,3,11,22,25,3,3,4,1,1,1,0.00255393981934,-0.00519371032715,0.00303077697754,0.0226458742185,0.49236828845,0.0255889882797,newmerges/iphas_jun2007/intphas_5961_mercat.fits,newmerges/iphas_jun2007/intphas_5961o_mercat.fits
5962,iphas_aug2003,314,197,19,0,72,74,51,11,5,3,0,0,0,0.00150489807129,-0.0159378051758,-0.00357103347778,0.0485106242849,0.0416489682882,0.0392433969757,newmerges/iphas_aug2003/intphas_5962_mercat.fits,newmerges/iphas_aug2003/intphas_5962o_mercat.fits
5962,iphas_aug2004a,1237,78,4,1,6,44,28,2,0,2,1,0,0,-0.000459671020508,-0.00664663314819,-0.00317573547363,0.0432460510465,0.0248165001775,0.0274022035203,newmerges/iphas_aug2004a/intphas_5962_mercat.fits,newmerges/iphas_aug2004a/intphas_5962o_mercat.fits
5963,iphas_jun2005,1237,78,4,1,6,44,28,2,0,2,1,0,0,-0.000459671020508,-0.00664663314819,-0.00317573547363,0.0432460510465,0.0248165001775,0.0274022035203,newmerges/iphas_aug2004a/intphas_5962_mercat.fits,newmerges/iphas_aug2004a/intphas_5962o_mercat.fits
5963,iphas_jun2007,5463,72,6,2,6,31,35,0,5,1,0,2,0,0.00144958496094,-0.0615181922913,0.00175094604492,0.0173212041831,0.408025045532,0.0236139796564,newmerges/iphas_jun2007/intphas_5963_mercat.fits,newmerges/iphas_jun2007/intphas_5963o_mercat.fits
5964,iphas_aug2003,711,392,57,3,222,86,84,42,8,7,1,1,1,-0.0735378265381,0.0511665344238,-0.0151214599609,0.0548338507282,0.0423634368668,0.0371959986194,newmerges/iphas_aug2003/intphas_5964_mercat.fits,newmerges/iphas_aug2003/intphas_5964o_mercat.fits
5964,iphas_nov2005,5051,239,3,0,96,79,64,1,1,1,0,0,0,-0.00319004058838,-0.0153522491455,-0.00805234909058,0.0286759980886,0.0244492362328,0.0247127646074,newmerges/iphas_nov2005/intphas_5964_mercat.fits,newmerges/iphas_nov2005/intphas_5964o_mercat.fits
5965,iphas_aug2003,305,175,31,1,44,104,27,5,23,3,0,1,0,0.0124616622925,-0.0243854522705,0.0117483139038,0.0380490262974,0.0527756878488,0.0323689810615,newmerges/iphas_aug2003/intphas_5965_mercat.fits,newmerges/iphas_aug2003/intphas_5965o_mercat.fits
5965,iphas_aug2004a,1024,87,5,2,4,61,22,1,3,1,0,1,1,0.0040225982666,0.00104141235352,0.00996589660645,0.0187422965318,0.0515517277194,0.0270889476729,newmerges/iphas_aug2004a/intphas_5965_mercat.fits,newmerges/iphas_aug2004a/intphas_5965o_mercat.fits
5965,iphas_nov2005,1069,104,9,1,25,53,26,2,4,3,1,0,0,0.00616264343262,-0.0124492645264,0.000205993652344,0.034019159184,0.0266299229245,0.0283654842942,newmerges/iphas_nov2005/intphas_5965_mercat.fits,newmerges/iphas_nov2005/intphas_5965o_mercat.fits
5966,iphas_aug2003,561,327,36,1,143,127,57,23,8,5,1,0,0,-0.00293159484863,0.0474410057068,0.00164890289307,0.0504759149401,0.0412003374351,0.0338646171024,newmerges/iphas_aug2003/intphas_5966_mercat.fits,newmerges/iphas_aug2003/intphas_5966o_mercat.fits
5966,iphas_oct2003,561,327,36,1,143,127,57,23,8,5,1,0,0,-0.00293159484863,0.0474410057068,0.00164890289307,0.0504759149401,0.0412003374351,0.0338646171024,newmerges/iphas_aug2003/intphas_5966_mercat.fits,newmerges/iphas_aug2003/intphas_5966o_mercat.fits
5967,iphas_aug2003,255,95,23,0,31,44,20,4,16,3,0,0,0,0.0187153816223,-0.0109596252441,0.00756931304932,0.0372567298672,0.0412215174654,0.0322549491958,newmerges/iphas_aug2003/intphas_5967_mercat.fits,newmerges/iphas_aug2003/intphas_5967o_mercat.fits
5967,iphas_aug2004a,1088,83,7,2,4,60,19,0,3,4,0,1,1,0.0213360786438,-0.00481605529785,0.0043044090271,0.0176586213773,0.0295542950127,0.0254409402807,newmerges/iphas_aug2004a/intphas_5967_mercat.fits,newmerges/iphas_aug2004a/intphas_5967o_mercat.fits
5968,iphas_jun2005,8777,212,25,6,75,58,79,2,9,14,0,1,5,-0.000858783721924,-0.00264167785645,-0.00366687774658,0.0238528806324,0.0220427475654,0.370450198922,newmerges/iphas_jun2005/intphas_5968_mercat.fits,newmerges/iphas_jun2005/intphas_5968o_mercat.fits
5968,iphas_jun2007,8898,167,22,7,38,61,68,12,6,4,2,4,1,-0.0166835784912,-0.0588722229004,0.00246429443359,0.0218419246939,0.0228890109253,0.0261742935265,newmerges/iphas_jun2007/intphas_5968_mercat.fits,newmerges/iphas_jun2007/intphas_5968o_mercat.fits
5969,iphas_aug2003,276,115,21,0,62,22,31,15,1,5,0,0,0,-0.0664401054382,-0.0761127471924,0.00707912445068,0.0465798914225,0.029421550478,0.0356875223928,newmerges/iphas_aug2003/intphas_5969_mercat.fits,newmerges/iphas_aug2003/intphas_5969o_mercat.fits
5969,iphas_jun2007,1290,43,2,1,5,14,24,1,1,0,0,1,0,-0.0036563873291,-0.00752830505371,-0.00502157211304,0.019992521192,0.0230043947521,0.0242977940362,newmerges/iphas_jun2007/intphas_5969_mercat.fits,newmerges/iphas_jun2007/intphas_5969o_mercat.fits
5969,iphas_nov2005,1919,143,5,2,41,64,38,1,3,1,0,1,1,-0.00251007080078,-0.00702571868896,-0.000556945800781,0.0270740134351,0.0291669004723,0.133354602779,newmerges/iphas_nov2005/intphas_5969_mercat.fits,newmerges/iphas_nov2005/intphas_5969o_mercat.fits
5969,iphas_oct2009,1153,57,7,0,13,23,21,3,2,2,0,0,0,0.024537563324,0.000288009643555,0.00569868087769,0.0232447688676,0.0208492345033,0.0240608512317,newmerges/iphas_oct2009/intphas_5969_mercat.fits,newmerges/iphas_oct2009/intphas_5969o_mercat.fits
5970,iphas_oct2006,4671,634,38,4,210,129,295,7,9,22,1,2,1,0.00456809997559,0.0879440307617,0.0355863571167,0.0292380185956,0.0251336934952,0.0343170418354,newmerges/iphas_oct2006/intphas_5970_mercat.fits,newmerges/iphas_oct2006/intphas_5970o_mercat.fits
5971,iphas_aug2003,49,739,554,158,536,12,191,386,12,156,65,8,85,0.240324020386,4.2287607193,-1.81192970276,0.127911300112,0.347463343021,0.209213258589,newmerges/iphas_aug2003/intphas_5971_mercat.fits,newmerges/iphas_aug2003/intphas_5971o_mercat.fits
5971,iphas_oct2003,4140,321,43,25,83,138,100,16,13,14,12,6,7,0.031307220459,-0.0118608474731,0.0365800857544,0.0353179056469,0.031408113867,0.0531820471523,newmerges/iphas_oct2003/intphas_5971_mercat.fits,newmerges/iphas_oct2003/intphas_5971o_mercat.fits
5972,iphas_aug2003,224,288,89,6,121,121,46,44,40,5,3,3,0,-0.029504776001,0.0674295425415,-0.00913524627686,0.0824045505546,0.0736535815005,0.0448045628894,newmerges/iphas_aug2003/intphas_5972_mercat.fits,newmerges/iphas_aug2003/intphas_5972o_mercat.fits
5972,iphas_nov2005,3797,140,7,3,47,54,39,1,3,3,0,1,2,-0.00960731506348,-0.0143871307373,-0.00401496887207,0.0252754981353,0.0247999265521,0.513686360769,newmerges/iphas_nov2005/intphas_5972_mercat.fits,newmerges/iphas_nov2005/intphas_5972o_mercat.fits
5972,iphas_oct2003,3797,140,7,3,47,54,39,1,3,3,0,1,2,-0.00960731506348,-0.0143871307373,-0.00401496887207,0.0252754981353,0.0247999265521,0.513686360769,newmerges/iphas_nov2005/intphas_5972_mercat.fits,newmerges/iphas_nov2005/intphas_5972o_mercat.fits
5973,iphas_aug2003,214,186,46,5,57,88,41,11,25,10,0,5,0,0.0231456756592,0.0345311164856,-0.0027322769165,0.0468189537565,0.0670858858698,0.0415169361155,newmerges/iphas_aug2003/intphas_5973_mercat.fits,newmerges/iphas_aug2003/intphas_5973o_mercat.fits
5973,iphas_aug2004a,1684,101,4,2,10,67,24,2,0,2,2,0,0,-0.0181951522827,-0.00411462783813,0.00127601623535,0.0211231165161,0.0265374517754,0.0243905592192,newmerges/iphas_aug2004a/intphas_5973_mercat.fits,newmerges/iphas_aug2004a/intphas_5973o_mercat.fits
5973,iphas_oct2003,1527,144,7,4,20,86,38,0,3,4,0,2,2,-0.00304222106934,-0.00328922271729,0.00197887420654,0.022284475179,0.0308540117626,0.0306316751518,newmerges/iphas_oct2003/intphas_5973_mercat.fits,newmerges/iphas_oct2003/intphas_5973o_mercat.fits
5974,iphas_aug2009,3274,1465,157,3,520,325,620,27,31,99,0,0,3,0.00892734527588,-0.0544686317444,0.0147342681885,0.0432057031915,0.0382554433575,0.0511320914026,newmerges/iphas_aug2009/intphas_5974_mercat.fits,newmerges/iphas_aug2009/intphas_5974o_mercat.fits
5974,iphas_oct2006,3522,1189,207,7,258,476,455,24,105,78,1,5,1,-0.324288368225,-0.583469390869,-0.206068992615,0.0321280397342,0.0465382882208,0.0412313554211,newmerges/iphas_oct2006/intphas_5974_mercat.fits,newmerges/iphas_oct2006/intphas_5974o_mercat.fits
5975,iphas_aug2003,86,209,70,18,43,118,48,32,23,15,15,0,3,-2.2634344101,-0.0688881874084,0.626549243927,0.148160887978,0.0569289737265,0.0626896393821,newmerges/iphas_aug2003/intphas_5975_mercat.fits,newmerges/iphas_aug2003/intphas_5975o_mercat.fits
5975,iphas_oct2003,2526,209,12,8,51,96,62,2,7,3,2,3,3,-0.0357942581177,-0.00549125671387,-0.0405416488647,0.0313897050566,0.0321646820916,0.034634035039,newmerges/iphas_oct2003/intphas_5975_mercat.fits,newmerges/iphas_oct2003/intphas_5975o_mercat.fits
5976,iphas_aug2003,285,313,73,3,119,84,110,45,12,16,2,1,0,-0.0166664123535,-0.0122909545898,0.262442588806,0.0688580148858,0.0456992762669,0.0591417915301,newmerges/iphas_aug2003/intphas_5976_mercat.fits,newmerges/iphas_aug2003/intphas_5976o_mercat.fits
5976,iphas_aug2004a,1471,82,5,2,5,57,20,1,2,2,0,1,1,-0.00380229949951,-0.0114526748657,-0.00311088562012,0.0172803989773,0.541492294841,0.665737707812,newmerges/iphas_aug2004a/intphas_5976_mercat.fits,newmerges/iphas_aug2004a/intphas_5976o_mercat.fits
5976,iphas_nov2003,1471,82,5,2,5,57,20,1,2,2,0,1,1,-0.00380229949951,-0.0114526748657,-0.00311088562012,0.0172803989773,0.541492294841,0.665737707812,newmerges/iphas_aug2004a/intphas_5976_mercat.fits,newmerges/iphas_aug2004a/intphas_5976o_mercat.fits
5977,iphas_aug2003,325,241,45,4,100,96,45,20,19,6,3,0,1,0.00855255126953,-0.00124406814575,0.181438922882,0.0562594446584,0.0466428195918,0.0382339246752,newmerges/iphas_aug2003/intphas_5977_mercat.fits,newmerges/iphas_aug2003/intphas_5977o_mercat.fits
5977,iphas_oct2003,1857,175,11,4,36,77,62,1,7,3,0,2,2,-0.0449733734131,-0.00979900360107,-0.0430774688721,0.0255577301886,0.0404279566368,0.0498293296586,newmerges/iphas_oct2003/intphas_5977_mercat.fits,newmerges/iphas_oct2003/intphas_5977o_mercat.fits
5978,iphas_aug2003,90,180,103,27,45,81,54,28,56,19,10,16,1,-1.30393028259,-0.157930374146,-0.352127075195,0.146832501139,0.134247456977,0.0781795547192,newmerges/iphas_aug2003/intphas_5978_mercat.fits,newmerges/iphas_aug2003/intphas_5978o_mercat.fits
5978,iphas_aug2004a,581,37,3,1,2,25,10,1,1,1,0,1,0,-0.000578880310059,-0.0037579536438,-0.00335502624512,0.0196558118778,0.0293183650566,0.0240831972095,newmerges/iphas_aug2004a/intphas_5978_mercat.fits,newmerges/iphas_aug2004a/intphas_5978o_mercat.fits
5978,iphas_oct2003,494,45,3,0,8,22,15,1,0,2,0,0,0,-0.0018744468689,-0.00135278701782,-0.00445032119751,0.0227168298243,0.0236630338446,0.0268138741733,newmerges/iphas_oct2003/intphas_5978_mercat.fits,newmerges/iphas_oct2003/intphas_5978o_mercat.fits
5979,iphas_aug2003,487,559,197,53,110,342,107,14,167,16,0,53,0,-0.0191078186035,0.029851436615,0.152507305145,0.0429122289613,0.106155761561,0.0463000578235,newmerges/iphas_aug2003/intphas_5979_mercat.fits,newmerges/iphas_aug2003/intphas_5979o_mercat.fits
5979,iphas_nov2005,3287,214,11,0,62,89,63,0,5,6,0,0,0,0.00284862518311,-0.00546646118164,0.00153636932373,0.0256934455531,0.0268615164134,0.0272427938535,newmerges/iphas_nov2005/intphas_5979_mercat.fits,newmerges/iphas_nov2005/intphas_5979o_mercat.fits
5980,iphas_jun2005,11115,505,62,20,161,175,169,11,38,13,2,16,2,-0.00416564941406,0.00865364074707,0.00467109680176,0.0295912117364,0.531587849269,0.0311516917926,newmerges/iphas_jun2005/intphas_5980_mercat.fits,newmerges/iphas_jun2005/intphas_5980o_mercat.fits
5980,iphas_jun2007,8728,141,24,7,27,47,67,9,9,6,1,3,3,0.00285720825195,0.00252819061279,0.003249168396,0.0198940227124,0.362449553227,0.371017691649,newmerges/iphas_jun2007/intphas_5980_mercat.fits,newmerges/iphas_jun2007/intphas_5980o_mercat.fits
5981,iphas_aug2003,406,768,455,260,402,296,70,351,89,15,257,3,0,0.593940734863,0.227214813232,1.27012777328,0.315225455725,0.0714740743169,0.0432568027766,newmerges/iphas_aug2003/intphas_5981_mercat.fits,newmerges/iphas_aug2003/intphas_5981o_mercat.fits
5981,iphas_oct2003,406,768,455,260,402,296,70,351,89,15,257,3,0,0.593940734863,0.227214813232,1.27012777328,0.315225455725,0.0714740743169,0.0432568027766,newmerges/iphas_aug2003/intphas_5981_mercat.fits,newmerges/iphas_aug2003/intphas_5981o_mercat.fits
5982,iphas_jun2005,6860,376,29,13,46,212,118,5,17,7,0,10,3,0.00254249572754,0.00495862960815,-0.000518798828125,0.0247932701381,0.831174650467,0.0859112298253,newmerges/iphas_jun2005/intphas_5982_mercat.fits,newmerges/iphas_jun2005/intphas_5982o_mercat.fits
5983,iphas_aug2003,140,278,136,77,133,98,47,40,92,4,0,77,0,0.111261367798,-1.96853351593,-0.00606822967529,0.0666438902463,3.66152721699,0.037454204386,newmerges/iphas_aug2003/intphas_5983_mercat.fits,newmerges/iphas_aug2003/intphas_5983o_mercat.fits
5983,iphas_aug2004a,1753,102,5,0,12,63,27,2,2,1,0,0,0,0.00450420379639,-0.000515937805176,0.00784301757812,0.0206435842961,0.0269960263701,0.0256364892731,newmerges/iphas_aug2004a/intphas_5983_mercat.fits,newmerges/iphas_aug2004a/intphas_5983o_mercat.fits
5983,iphas_oct2003,1753,102,5,0,12,63,27,2,2,1,0,0,0,0.00450420379639,-0.000515937805176,0.00784301757812,0.0206435842961,0.0269960263701,0.0256364892731,newmerges/iphas_aug2004a/intphas_5983_mercat.fits,newmerges/iphas_aug2004a/intphas_5983o_mercat.fits
5984,iphas_aug2003,132,254,131,63,99,99,56,80,39,12,55,6,2,0.429025650024,0.0680503845215,0.141817092896,0.260123763048,0.0911213970775,0.0644163146976,newmerges/iphas_aug2003/intphas_5984_mercat.fits,newmerges/iphas_aug2003/intphas_5984o_mercat.fits
5984,iphas_oct2003,2689,178,7,3,32,115,31,1,2,4,0,0,3,-0.0105791091919,-0.00193643569946,-0.00601053237915,0.0230374019354,0.0263889743457,0.02638373545,newmerges/iphas_oct2003/intphas_5984_mercat.fits,newmerges/iphas_oct2003/intphas_5984o_mercat.fits
5985,iphas_aug2003,268,262,69,3,107,116,39,35,28,6,2,1,0,-0.0202646255493,-0.0231266021729,-0.00860404968262,0.0669081413866,0.0590882482269,0.0404421175214,newmerges/iphas_aug2003/intphas_5985_mercat.fits,newmerges/iphas_aug2003/intphas_5985o_mercat.fits
5985,iphas_aug2004a,3008,185,5,2,7,117,61,1,4,0,0,2,0,-0.00459241867065,-0.00699806213379,-0.00422811508179,0.0181073230248,0.0290678813071,0.0256080881108,newmerges/iphas_aug2004a/intphas_5985_mercat.fits,newmerges/iphas_aug2004a/intphas_5985o_mercat.fits
5985,iphas_oct2003,1892,155,6,0,21,90,44,2,0,4,0,0,0,-0.00575542449951,-0.015851020813,-0.00519371032715,0.0224891653125,0.0254002960271,0.0267229903766,newmerges/iphas_oct2003/intphas_5985_mercat.fits,newmerges/iphas_oct2003/intphas_5985o_mercat.fits
5986,iphas_aug2003,316,290,58,4,98,102,90,22,14,22,0,0,4,0.0554513931274,-0.00888156890869,-0.00227117538452,0.0521595817974,0.0471581847629,0.0581655136912,newmerges/iphas_aug2003/intphas_5986_mercat.fits,newmerges/iphas_aug2003/intphas_5986o_mercat.fits
5986,iphas_oct2003,1988,116,7,2,21,62,33,1,4,2,0,1,1,-0.0036096572876,-0.00701713562012,-0.00601768493652,0.0214983309446,0.0286835407429,0.0429279186571,newmerges/iphas_oct2003/intphas_5986_mercat.fits,newmerges/iphas_oct2003/intphas_5986o_mercat.fits
5987,iphas_jun2005,9901,433,30,3,81,95,257,6,6,18,0,1,2,-0.0205192565918,-0.00201320648193,0.00448799133301,0.0248370545581,0.0230221217745,0.10310347901,newmerges/iphas_jun2005/intphas_5987_mercat.fits,newmerges/iphas_jun2005/intphas_5987o_mercat.fits
5988,iphas_aug2003,62,101,39,4,34,44,23,16,17,6,0,2,2,0.00815534591675,-0.0358538627625,-0.0612878799438,0.0802632986206,0.0861961671896,0.0687636708626,newmerges/iphas_aug2003/intphas_5988_mercat.fits,newmerges/iphas_aug2003/intphas_5988o_mercat.fits
5988,iphas_oct2003,1896,145,3,1,36,74,35,0,0,3,0,0,1,-0.00616216659546,-0.00551319122314,-0.0057373046875,0.022857341416,0.0235661415388,0.0245808229419,newmerges/iphas_oct2003/intphas_5988_mercat.fits,newmerges/iphas_oct2003/intphas_5988o_mercat.fits
5989,iphas_aug2003,68,51,10,1,20,16,15,4,1,5,0,0,1,0.100888252258,-0.0790138244629,-0.00406360626221,0.0529205742536,0.0448834070741,0.0528542990577,newmerges/iphas_aug2003/intphas_5989_mercat.fits,newmerges/iphas_aug2003/intphas_5989o_mercat.fits
5989,iphas_aug2004a,716,49,2,1,5,24,20,1,1,0,0,1,0,-0.0244150161743,-0.00999641418457,-0.00686550140381,0.0198351830885,0.0467516751438,0.0265241838992,newmerges/iphas_aug2004a/intphas_5989_mercat.fits,newmerges/iphas_aug2004a/intphas_5989o_mercat.fits
5989,iphas_oct2003,574,55,4,1,9,24,22,0,0,4,0,0,1,-0.00941228866577,-0.0108280181885,-0.00694465637207,0.0214045353131,0.0236182212055,0.0346661517763,newmerges/iphas_oct2003/intphas_5989_mercat.fits,newmerges/iphas_oct2003/intphas_5989o_mercat.fits
5990,iphas_aug2003,11,45,25,10,18,2,25,9,2,14,1,1,8,3.57329845428,4.7257938385,-0.64500617981,0.0967261276929,0.129557639909,4.33487255741,newmerges/iphas_aug2003/intphas_5990_mercat.fits,newmerges/iphas_aug2003/intphas_5990o_mercat.fits
5990,iphas_oct2003,886,59,4,1,10,31,18,0,4,0,0,1,0,-0.00143241882324,-0.011173248291,-0.0030689239502,0.0216943837839,0.0264086017612,0.0230570286014,newmerges/iphas_oct2003/intphas_5990_mercat.fits,newmerges/iphas_oct2003/intphas_5990o_mercat.fits
5991,iphas_aug2003,1066,440,39,0,141,143,156,13,8,18,0,0,0,-0.00442218780518,-0.0173325538635,-0.0079288482666,0.0356468517731,0.034157995629,0.0374173410147,newmerges/iphas_aug2003/intphas_5991_mercat.fits,newmerges/iphas_aug2003/intphas_5991o_mercat.fits
5991,iphas_oct2003,2920,240,8,0,60,97,83,1,5,2,0,0,0,-0.00149536132812,-0.00523614883423,-0.00679302215576,0.0231893938943,0.0248385679272,0.0252355331257,newmerges/iphas_oct2003/intphas_5991_mercat.fits,newmerges/iphas_oct2003/intphas_5991o_mercat.fits
5992,iphas_aug2009,3549,409,23,0,109,93,207,2,2,19,0,0,0,0.0028018951416,-0.00638103485107,-0.00537300109863,0.0260697611182,0.0246554218713,0.0334803218959,newmerges/iphas_aug2009/intphas_5992_mercat.fits,newmerges/iphas_aug2009/intphas_5992o_mercat.fits
5992,iphas_jun2005,9344,473,30,4,111,172,190,9,8,13,1,0,3,-0.00327301025391,-0.00261497497559,0.00798606872559,0.027255044288,0.0254878472742,0.329412586167,newmerges/iphas_jun2005/intphas_5992_mercat.fits,newmerges/iphas_jun2005/intphas_5992o_mercat.fits
5993,iphas_aug2003,274,105,11,0,45,38,22,6,2,3,0,0,0,-0.0083532333374,-0.0142784118652,-0.0148458480835,0.0419027282604,0.0333741010579,0.0327102556158,newmerges/iphas_aug2003/intphas_5993_mercat.fits,newmerges/iphas_aug2003/intphas_5993o_mercat.fits
5993,iphas_oct2003,662,79,6,0,14,45,20,1,2,3,0,0,0,0.0327053070068,-0.0187516212463,0.0338478088379,0.0235278969065,0.028319847954,0.0258762702491,newmerges/iphas_oct2003/intphas_5993_mercat.fits,newmerges/iphas_oct2003/intphas_5993o_mercat.fits
5994,iphas_jun2005,6318,266,18,3,43,87,136,0,5,13,0,1,2,0.0117435455322,-0.00990295410156,-0.00239372253418,0.0251808985786,0.139827651045,0.429114618246,newmerges/iphas_jun2005/intphas_5994_mercat.fits,newmerges/iphas_jun2005/intphas_5994o_mercat.fits
5995,iphas_oct2003,3579,394,23,3,76,167,151,8,7,8,1,1,1,-0.208601951599,-0.166478157043,-0.111881732941,0.0255241803113,0.0263556569287,0.0310451661791,newmerges/iphas_oct2003/intphas_5995_mercat.fits,newmerges/iphas_oct2003/intphas_5995o_mercat.fits
5996,iphas_aug2003,347,250,26,1,74,126,50,9,13,4,0,1,0,-0.0231513977051,-0.10296869278,-0.0167541503906,0.0427043047844,0.0490808666083,0.0341579340123,newmerges/iphas_aug2003/intphas_5996_mercat.fits,newmerges/iphas_aug2003/intphas_5996o_mercat.fits
5996,iphas_oct2003,3356,207,27,13,50,86,71,8,7,12,6,2,5,-0.0319890975952,0.00398254394531,-0.0390458106995,0.0330940740352,0.0281552657003,0.125648266998,newmerges/iphas_oct2003/intphas_5996_mercat.fits,newmerges/iphas_oct2003/intphas_5996o_mercat.fits
5997,iphas_aug2003,490,632,332,62,412,149,71,289,34,9,62,0,0,0.874881744385,1.58095836639,0.588739395142,0.131168286379,0.0569202383163,0.036530824353,newmerges/iphas_aug2003/intphas_5997_mercat.fits,newmerges/iphas_aug2003/intphas_5997o_mercat.fits
5997,iphas_nov2006d,4766,770,27,3,98,325,347,5,7,15,0,1,2,-0.078145980835,-0.165250778198,-0.012451171875,0.025653409739,0.0347103895188,0.0363175601063,newmerges/iphas_nov2006d/intphas_5997_mercat.fits,newmerges/iphas_nov2006d/intphas_5997o_mercat.fits
5997,iphas_oct2003,4766,770,27,3,98,325,347,5,7,15,0,1,2,-0.078145980835,-0.165250778198,-0.012451171875,0.025653409739,0.0347103895188,0.0363175601063,newmerges/iphas_nov2006d/intphas_5997_mercat.fits,newmerges/iphas_nov2006d/intphas_5997o_mercat.fits
5998,iphas_aug2003,700,771,270,5,281,422,68,74,193,3,1,3,1,-0.20751953125,-0.127708435059,-0.0220851898193,0.0727686162749,0.0915037158201,0.0351472829651,newmerges/iphas_aug2003/intphas_5998_mercat.fits,newmerges/iphas_aug2003/intphas_5998o_mercat.fits
5998,iphas_aug2004a,1406,80,5,1,2,58,20,1,4,0,0,1,0,0.000752925872803,-0.00223064422607,0.0031566619873,0.0186280089538,0.0303454741328,0.025759140236,newmerges/iphas_aug2004a/intphas_5998_mercat.fits,newmerges/iphas_aug2004a/intphas_5998o_mercat.fits
5999,iphas_aug2003,1549,265,11,0,57,125,83,8,1,2,0,0,0,-0.000465393066406,-0.0126957893372,-0.00667190551758,0.0276184207605,0.0281208872008,0.0292223496773,newmerges/iphas_aug2003/intphas_5999_mercat.fits,newmerges/iphas_aug2003/intphas_5999o_mercat.fits
5999,iphas_nov2006d,3003,534,21,4,75,275,184,3,13,5,1,2,1,0.0198402404785,-0.0567512512207,-0.30635881424,0.0306158992233,0.0394897348633,0.0361462906751,newmerges/iphas_nov2006d/intphas_5999_mercat.fits,newmerges/iphas_nov2006d/intphas_5999o_mercat.fits
6000,iphas_jun2005,8711,532,39,8,153,137,242,4,10,25,0,2,6,0.00201988220215,-0.0565099716187,0.0058126449585,0.0258972403357,0.118297835338,0.340269325956,newmerges/iphas_jun2005/intphas_6000_mercat.fits,newmerges/iphas_jun2005/intphas_6000o_mercat.fits
6001,iphas_aug2003,849,118,5,1,28,59,31,2,2,1,0,0,1,-0.00395774841309,-0.0759134292603,-0.00569725036621,0.0258567523725,0.0275435113861,0.0296188627152,newmerges/iphas_aug2003/intphas_6001_mercat.fits,newmerges/iphas_aug2003/intphas_6001o_mercat.fits
6001,iphas_aug2004a,1377,95,1,0,6,58,31,0,1,0,0,0,0,-0.00680685043335,-0.00641107559204,-0.010046005249,0.019252083069,0.0273733305443,0.0249932512599,newmerges/iphas_aug2004a/intphas_6001_mercat.fits,newmerges/iphas_aug2004a/intphas_6001o_mercat.fits
6002,iphas_aug2003,352,65,3,0,22,12,31,1,1,1,0,0,0,-0.0628862380981,0.0508031845093,-0.00648593902588,0.0303488163247,0.0219998599885,0.033171712809,newmerges/iphas_aug2003/intphas_6002_mercat.fits,newmerges/iphas_aug2003/intphas_6002o_mercat.fits
6002,iphas_aug2004a,830,53,1,0,3,24,26,0,0,1,0,0,0,0.0169930458069,-0.00778341293335,-0.00555467605591,0.0178808298689,0.0244061039776,0.0270502045,newmerges/iphas_aug2004a/intphas_6002_mercat.fits,newmerges/iphas_aug2004a/intphas_6002o_mercat.fits
